text,Label
If only you weren’t such a qweers.,0
A booty dad.,1
Why don’t you go jap yourself?,0
Why don’t you go dillweed yourself?,0
A dck child.,0
A f u c k e r spouse.,0
A fuck hole men.,0
A dickhead stranger.,0
Only a bosomy would say that.,1
valium you are the worst person ever!,0
Stop messaging me you annoying tard!,0
pusse you are the worst person ever!,0
A schlong dad.,0
A wang boss.,0
A assfucker lady.,2
A hiv child.,0
A teets women.,0
A need the dick competitor.,2
A asshat mentor.,0
A fuckface woman.,0
You’re such a cumstain and a cumstain.,2
A sb boss.,0
A lust stranger.,0
scag you are the worst person ever!,0
Nobody likes you nigger*.,0
A cuntface competitor.,2
Go crawl back under your rock cokmuncher.,0
Get out of my sight orifiss.,0
Nobody likes you amateur.,0
Nice job faigt. You ruined it for everyone.,0
A buttfuck partner.,2
Nice job penetration. You ruined it for everyone.,2
You must be the dumbest goddammit alive.,0
dominatrix! That’s exactly what you are.,2
Good going genius! You’re a real mthrfucking.,0
Stop messaging me you annoying jack-off !,0
Only a scum and an idiot would say that.,0
Get out of my sight titfuck.,2
Shut up pussy palace!,2
A Kurac lady.,0
You scantily leave me alone!,1
I hope you fall flat on your face you scum.,0
Why don’t you go pasty yourself?,2
People like you make the world worse you chode.,0
Good going genius! You’re a real pissing.,0
People like you make the world worse you fuk.,0
Get out of my sight flog the log.,0
A ma5terbate customer.,0
A goddamn boss.,0
Good going genius! You’re a real whorehouse.,0
I hope you fall flat on your face you shiting.,0
Wow that’s something only a scag would say.,0
A wench neighbor.,1
Get out of my sight douche.,0
A Carpet Muncher acquaintance.,0
Stop messaging me you annoying ballsack!,0
A cocksukka customer.,0
A murder lady.,0
Why don’t you go raunch yourself?,1
Only a homo and an idiot would say that.,2
A har friend.,0
A fisted mom.,0
A jerkoff friend.,0
A x-rated lady.,1
A pimpis mom.,1
A queer mentor.,0
I hope you fall flat on your face you ma5terbate.,0
A kuksuger competitor.,0
A teabagging man.,0
A cocksuka competitor.,0
You must be the dumbest nappy alive.,0
A heeb ladies.,0
You extacy leave me alone!,0
Get out of my sight loins.,2
Shut up jizz!,2
Stop messaging me you annoying nazism!,0
Shut up fukker!,0
A hobag mom.,0
A assmaster teacher.,2
A kikes employee.,0
You are such a fat!,1
Nice job pubis. You ruined it for everyone.,0
A vulva employee.,2
A beer neighbor.,0
Wow that’s something only a whored would say.,2
numbnuts! That’s what you’ll always be—a numbnuts.,0
A sh!t* sister.,0
A oriface teacher.,0
A cyberfuc friend.,0
A kkk employee.,0
dickzipper! That’s what you’ll always be—a dickzipper.,2
A toke lady.,0
A punky lady.,1
Only a cocksmoker would say that.,0
A masturbate employee.,2
Lezzian why do you even exist?,0
Stop messaging me you annoying fucks!,0
Nice job buttplug. You ruined it for everyone.,2
You’re such a bullshits and a bullshits.,0
A whores child.,0
You’re such a gonad and a gonad.,0
Only a pornos and an idiot would say that.,2
You uterus leave me alone!,2
Nice job schizo. You ruined it for everyone.,0
A muthafucker customer.,0
A dick* spouse.,2
Don’t act like a beotch it’s embarrassing.,0
A fxck relative.,0
A motherfuck employee.,0
Get lost beer. Nobody cares.,0
A feltcher lady.,0
A wetback mentor.,0
Stop messaging me you annoying weirdo!,0
A cazzo friend.,0
Nobody likes you stoned.,0
You’re such a cocain and a cocain.,0
A arsehole mom.,2
Don’t act like a bosom it’s embarrassing.,1
Go crawl back under your rock bang.,0
ayir you are the worst person ever!,0
A honky man.,0
Good going genius! You’re a real skank.,0
You are such a jizm!,0
A f u c k child.,0
A carpetmuncher friend.,0
A ass-fucker dad.,0
A babe stranger.,1
If only you weren’t such a stroke.,0
A asshat friend.,0
Well done schlong. You’ve outdone yourself!,2
Nice job bullturds. You ruined it for everyone.,0
A bung dad.,0
Don’t act like a cyberfuc it’s embarrassing.,0
Only a tittiefucker would say that.,2
douchebag! That’s exactly what you are.,0
Shut up Shyte!,0
A d*ck lady.,2
A cervix friend.,0
Well done jerked. You’ve outdone yourself!,2
A nooky brother.,0
A diddle coworker.,0
azazel why do you even exist?,0
A whiz coworker.,0
A whiz lady.,0
A beer coworker.,0
A erotic friend.,2
Get out of my sight lezbos.,0
A fucked mom.,0
A pimp woman.,1
A dingle classmate.,0
A porn child.,0
Go crawl back under your rock clt.,0
A pecker classmate.,2
If only you weren’t such a rapist.,1
A Shyty mentor.,0
A bosomy dad.,1
stiffy you are the worst person ever!,0
Go crawl back under your rock cahone.,0
A nooky woman.,0
Nobody likes you big tits.,2
A hoor men.,0
Only a Fuken would say that.,0
A masturbating coworker.,2
You must be the dumbest cuntface alive.,2
A ballsack customer.,0
You cumstain leave me alone!,2
Good going genius! You’re a real whoralicious.,0
Only a ttte5 would say that.,0
A whores acquaintance.,2
A pinko man.,0
A fatass ladies.,1
You are such a weed!,0
A foreskin neighbor.,2
A puuker classmate.,0
A futkretzn mom.,0
A fingerfuck  acquaintance.,2
If only you weren’t such a nazi.,0
A tittie5 dad.,2
Only a rimjob and an idiot would say that.,2
You must be the dumbest crabs alive.,0
A babe competitor.,1
Go crawl back under your rock anilingus.,2
Well done fuk*. You’ve outdone yourself!,0
Shut up kill!,0
Don’t act like a cocks it’s embarrassing.,0
You must be the dumbest dipship alive.,0
feltcher why do you even exist?,0
Go crawl back under your rock mothafucking .,0
A foobar classmate.,0
Get out of my sight dago.,0
A muthafucker man.,0
A orgasim  brother.,0
You’re such a rimjob and a rimjob.,2
A orgasmic lady.,2
You must be the dumbest donkeyribber alive.,0
You are such a niggle!,0
A cuntsicle women.,2
A slave ladies.,1
You are such a kummer!,0
You’re such a Goddamn and a Goddamn.,0
shitface why do you even exist?,0
A breast lady.,1
People like you make the world worse you clit licker.,2
A aryan teacher.,0
A c.u.n.t competitor.,0
You must be the dumbest assbanged alive.,0
A racy child.,0
A beater mentor.,0
A fartknocker employee.,0
A queer mom.,0
You are such a vomit!,0
A hell sister.,1
A fxck men.,0
A souse neighbor.,0
Wow that’s something only a gai would say.,0
Only a fondle and an idiot would say that.,2
A bi7ch sister.,0
You’re such a fux and a fux.,0
A bigtits stranger.,1
Go crawl back under your rock floozy.,1
Don’t act like a tits it’s embarrassing.,2
A cock man.,2
A shitt boss.,0
People like you make the world worse you retarded.,0
Only a sh!t and an idiot would say that.,0
A fingerfucks  men.,0
Good going genius! You’re a real faggit.,2
A pastie mentor.,2
Go crawl back under your rock dildos.,2
A whore ladies.,1
A hump brother.,0
Don’t act like a fuck puppet it’s embarrassing.,2
A teste customer.,0
A pisser partner.,0
A cum women.,2
A bitched child.,0
Nice job boink. You ruined it for everyone.,0
A beaver child.,0
A pedophiliac sister.,0
A kawk stranger.,0
A jerk-off  boss.,2
Well done steamy. You’ve outdone yourself!,1
A booooobs man.,1
naked why do you even exist?,2
People like you make the world worse you unwed.,0
A pron women.,0
A piss-off coworker.,0
A ass acquaintance.,2
Good going genius! You’re a real crackwhore.,0
You are such a hoorm whore!,2
A rimming women.,2
You whorehopper leave me alone!,0
Don’t act like a wop it’s embarrassing.,0
A penial partner.,2
You must be the dumbest beastial alive.,0
You must be the dumbest biatch alive.,0
You must be the dumbest lezbos alive.,0
A dickripper lady.,2
Shut up herpy!,0
Nice job cameltoe. You ruined it for everyone.,0
I hope you fall flat on your face you bi7ch.,0
Well done orgasm. You’ve outdone yourself!,2
Why don’t you go clusterfuck yourself?,0
A wigger lady.,1
A injun stranger.,0
A junkie dad.,0
A cockblock neighbor.,2
A bitchy employee.,0
A polac mom.,0
Nice job wanker. You ruined it for everyone.,0
A bunny fucker man.,1
A Mutha Fucker child.,0
You are such a scheiss*!,0
Don’t act like a crappy it’s embarrassing.,0
You are such a scank!,1
A pissing dad.,0
People like you make the world worse you fuckme .,0
A jiz acquaintance.,2
A pawn employee.,0
You’re such a fuker and a fuker.,0
pissoff  why do you even exist?,0
A asshoe mom.,0
Only a gigolo and an idiot would say that.,1
A perversion spouse.,0
A hell stranger.,0
A helvete mentor.,0
A teez coworker.,0
Only a cawk would say that.,0
Wow that’s something only a sleazy would say.,2
If only you weren’t such a bosomy.,1
A fellate acquaintance.,0
Go crawl back under your rock s-h-i-t.,0
Wow that’s something only a vag would say.,2
Go crawl back under your rock chink.,0
Get lost junkie. Nobody cares.,0
bawdy you are the worst person ever!,1
Wow that’s something only a clitoris would say.,2
A essohbee competitor.,0
Why don’t you go mthrfucker yourself?,2
Only a nad would say that.,0
A niggah dad.,0
Wow that’s something only a kootch would say.,0
A wichser boss.,0
A rum women.,1
You’re such a tit wank and a tit wank.,2
A molest woman.,0
A assholes partner.,0
I hope you fall flat on your face you condom.,0
A ahole employee.,2
Well done bust a load. You’ve outdone yourself!,2
A ass hole partner.,2
A bang (one's) box lady.,0
Stop messaging me you annoying cop some wood!,0
You’re such a doggy-style and a doggy-style.,0
A bawdy relative.,1
People like you make the world worse you ejaculates .,2
Nobody likes you stoned.,0
Shut up quim!,0
Stop messaging me you annoying gfy!,0
A bawdy sister.,1
A kusi* child.,0
Only a spik and an idiot would say that.,0
A hr teacher.,1
Good going genius! You’re a real smegma.,0
Nice job lesbo. You ruined it for everyone.,1
Shut up rectus!,2
You are such a whoar!,0
A pussy palace employee.,2
A nigger sister.,0
A tubgirl relative.,1
A fecker neighbor.,0
A autoerotic brother.,0
A wanky spouse.,1
A polack spouse.,0
A sharmuta spouse.,0
A motherfucka lady.,1
Why don’t you go cyalis yourself?,0
A Skanky man.,0
Good going genius! You’re a real sausage queen.,1
A c.u.n.t coworker.,0
A d4mn mom.,0
A diligaf women.,0
A blow job mentor.,2
You are such a boobs!,2
A dickwhipper coworker.,2
If only you weren’t such a choade.,0
A erect mom.,0
A piss* men.,2
Good going genius! You’re a real fuk.,0
A spooge teacher.,0
A wse friend.,0
Nice job womb. You ruined it for everyone.,0
You’re such a heroin and a heroin.,0
Only a bust a load and an idiot would say that.,2
A shits ladies.,0
A Motha Fukkah employee.,0
A fags partner.,0
Good going genius! You’re a real gringo.,0
A masterbaiter brother.,0
You’re such a pot and a pot.,0
You must be the dumbest fukker alive.,0
shitting! That’s exactly what you are.,0
A recktum customer.,0
A orgies ladies.,1
Well done queers. You’ve outdone yourself!,0
nipple! That’s exactly what you are.,2
A valium neighbor.,0
A x-rated neighbor.,1
Shut up fistfucker !,0
Good going genius! You’re a real cock.,2
A masturbate stranger.,2
Nice job zabourah. You ruined it for everyone.,0
bimbo! That’s exactly what you are.,2
Stop messaging me you annoying guiena!,1
A shitter spouse.,0
Wow that’s something only a unwed would say.,2
Wow that’s something only a ritard would say.,0
Nobody likes you pissed.,0
Why don’t you go dumass yourself?,0
A shamedame woman.,0
You erotic leave me alone!,0
Only a jerk-off would say that.,2
If only you weren’t such a masterbating.,0
A cumshot teacher.,2
You must be the dumbest dickwhipper alive.,2
Stop messaging me you annoying boobies!,1
Get out of my sight kooches.,0
A boobies woman.,1
A stiffy stranger.,0
A bloody friend.,0
cum why do you even exist?,0
A ass classmate.,2
A wop relative.,0
Nobody likes you bukkake.,2
A tit wank neighbor.,2
A sharmute neighbor.,0
If only you weren’t such a asshoe.,0
Good going genius! You’re a real teste.,0
cyberfuc! That’s exactly what you are.,0
A scum lady.,0
A pierdol* men.,0
You must be the dumbest handjob alive.,2
A testes friend.,0
A slut sister.,2
Get out of my sight dumass.,0
If only you weren’t such a twats.,0
Good going genius! You’re a real bitchers.,0
Wow that’s something only a negro would say.,0
A skanck teacher.,0
A assbangs classmate.,1
ovums! That’s exactly what you are.,0
Stop messaging me you annoying masterbation!,0
A fagged neighbor.,0
A schmuck competitor.,0
A chuj woman.,0
A chode ladies.,0
snuff! That’s exactly what you are.,0
A sharmuta mentor.,0
A dike coworker.,0
A ruski woman.,0
You are such a cocaine!,1
A nigger women.,1
A jackass friend.,0
A fuckwhit ladies.,2
Flikker why do you even exist?,0
Nobody likes you fuks.,0
A bestial coworker.,2
A booze men.,0
scrot! That’s exactly what you are.,0
A pussi stranger.,0
A whitey brother.,0
sb! That’s exactly what you are.,0
A fistfuckers  acquaintance.,0
Only a lezzy would say that.,1
Good going genius! You’re a real pantie.,1
extasy why do you even exist?,0
A gang-bang lady.,2
Only a beardedclam would say that.,0
A spooge acquaintance.,0
Shut up Fukkin!,0
A kwif stranger.,0
A bastard ladies.,1
A dziwka woman.,0
I hope you fall flat on your face you Carpet Muncher.,0
A jisim customer.,0
You’re such a ahole and a ahole.,0
A boink classmate.,0
A smegma brother.,0
People like you make the world worse you spooge.,0
Don’t act like a clt it’s embarrassing.,0
A shit fucker relative.,0
Wow that’s something only a nipple would say.,2
A pedophilia man.,0
A s_h_i_t partner.,0
A fagt classmate.,0
A bimbo customer.,1
A asshle spouse.,0
Don’t act like a titt* it’s embarrassing.,2
A cum dumpster stranger.,2
Get out of my sight scrotum.,2
Why don’t you go nads yourself?,2
Nobody likes you godamn.,0
A dammit men.,0
A uterus ladies.,0
Get lost Shyty. Nobody cares.,0
A ejaculates  friend.,2
A foad brother.,0
A sissy mentor.,0
A hooch woman.,1
A inbred woman.,0
A jerkoff man.,2
If only you weren’t such a Ekto.,0
A vagiina mom.,0
Don’t act like a Assface it’s embarrassing.,2
A ganja men.,0
A fanyy coworker.,0
A carpetmuncher competitor.,0
A rectal dad.,0
Well done faigt. You’ve outdone yourself!,0
A niggle mom.,0
A peinus relative.,0
I hope you fall flat on your face you dillds.,0
You must be the dumbest dog-fucker alive.,0
Good going genius! You’re a real sumofabiatch.,0
A assholes stranger.,0
gfy why do you even exist?,0
Good going genius! You’re a real dipship.,0
A thug boss.,0
Good going genius! You’re a real bi+ch.,0
A fagit women.,0
A fisting teacher.,0
A cuntz women.,2
A s-h-i-t stranger.,0
A buttmuch relative.,2
A dingle boss.,0
A tittiefucker women.,1
Go crawl back under your rock ninny.,0
A dildo sister.,2
A horny dad.,0
A banger mentor.,0
herpes! That’s what you’ll always be—a herpes.,0
A wop customer.,0
Only a nob jokey would say that.,0
A coital woman.,2
Get lost crap. Nobody cares.,0
A hooters man.,1
A jizz partner.,2
A xxx classmate.,0
A glans teacher.,1
A incest neighbor.,0
You must be the dumbest massa alive.,0
A scrote teacher.,0
You’re such a loin and a loin.,1
Wow that’s something only a masturbat* would say.,2
A f.u.c.k neighbor.,0
Good going genius! You’re a real menstruation.,2
Get lost rtard. Nobody cares.,0
You are such a brassiere!,1
A am customer.,0
Good going genius! You’re a real shiteater.,0
quicky! That’s what you’ll always be—a quicky.,0
A scrotum relative.,0
Nice job motherfucker. You ruined it for everyone.,0
A orifice customer.,2
You must be the dumbest drunk alive.,0
Well done prick. You’ve outdone yourself!,2
rectum! That’s what you’ll always be—a rectum.,2
Well done dago. You’ve outdone yourself!,0
A Lesbian mentor.,0
Good going genius! You’re a real bollok.,0
A snatch stranger.,0
A penetration neighbor.,2
A kunt child.,0
A bitched ladies.,1
A cocksukka boss.,0
A undies boss.,1
Shut up goddam!,0
A fags women.,2
A cummer customer.,2
A masterbates mom.,0
A clitorus employee.,2
A breasts dad.,0
A penuus friend.,0
Get lost slutkiss. Nobody cares.,0
A trashy brother.,0
A dykes employee.,0
A mutherfucker stranger.,0
You’re such a damned and a damned.,0
napalm! That’s exactly what you are.,0
Stop messaging me you annoying queef!,0
People like you make the world worse you Goddamn.,0
A thug teacher.,0
Nice job mams. You ruined it for everyone.,0
A rumprammer competitor.,0
Get out of my sight turd.,0
A btch classmate.,2
A he brother.,0
Why don’t you go transsexual yourself?,2
Only a jisim would say that.,0
A punkass men.,0
A dickflipper classmate.,2
A booooobs employee.,1
Only a dominatricks would say that.,0
A piss-off lady.,0
A cock sucker boss.,2
You are such a cunthunter!,1
You’re such a kooch and a kooch.,0
A phuking brother.,0
A hm mentor.,0
asholes you are the worst person ever!,0
A h4xr mom.,0
If only you weren’t such a cuntlick .,2
A pussi child.,0
A wop* child.,0
A scrot partner.,0
A moolie ladies.,0
A lusting classmate.,2
You are such a sadism!,0
pcp you are the worst person ever!,0
Nobody likes you molest.,0
A whreface woman.,0
A ovary mentor.,0
Nice job pimp. You ruined it for everyone.,0
A Fukker neighbor.,0
A knobead employee.,0
A pussies competitor.,2
A stoned women.,0
Good going genius! You’re a real penisfucker.,2
You are such a omg!,1
A f-u-c-k lady.,0
Go crawl back under your rock aeolus.,0
A ayir teacher.,0
A asshoe partner.,2
A Mother Fucker man.,0
A rumprammer friend.,0
Wow that’s something only a menses would say.,2
scrog why do you even exist?,0
A fuckup dad.,0
busty why do you even exist?,1
Well done analprobe. You’ve outdone yourself!,2
Stop messaging me you annoying masturbate!,0
A pissers relative.,0
A cunt* sister.,2
People like you make the world worse you Felcher.,0
Good going genius! You’re a real horny.,0
Wow that’s something only a gai would say.,0
Only a cabron would say that.,0
Shut up jizz!,2
Shut up fuck-tard!,2
A hooker partner.,1
A penial coworker.,2
A cock snot dad.,2
A fcuk friend.,0
A Ekto competitor.,0
Only a niggers  would say that.,0
A beastiality ladies.,2
@$$ why do you even exist?,0
A prick men.,0
A enema mom.,0
Why don’t you go c.u.n.t yourself?,2
You must be the dumbest pube alive.,0
If only you weren’t such a goddammit.,0
A dego brother.,0
Don’t act like a dildo it’s embarrassing.,2
A f u c k neighbor.,0
A urine neighbor.,0
Good going genius! You’re a real dick shy.,2
Go crawl back under your rock bollock.,2
A assfuck mentor.,2
A bosom teacher.,1
mtherfucker why do you even exist?,0
A beer classmate.,0
ahole! That’s what you’ll always be—a ahole.,0
A lezzie customer.,0
A banger teacher.,1
prk you are the worst person ever!,0
Nobody likes you rectus.,2
Wow that’s something only a meth would say.,0
A felch man.,0
A testis mentor.,0
You are such a fuckin!,0
You paky leave me alone!,0
Well done kootch. You’ve outdone yourself!,0
A lez employee.,0
Only a scantily would say that.,1
If only you weren’t such a knobs.,0
If only you weren’t such a fuckme .,0
Well done dike*. You’ve outdone yourself!,0
Well done goatse. You’ve outdone yourself!,0
Don’t act like a testicle it’s embarrassing.,2
A asshole ladies.,2
Don’t act like a pusse it’s embarrassing.,0
Shut up gfy!,0
Only a foreskin would say that.,2
A bang brother.,0
A pubis employee.,0
A kike mom.,0
A jerkoff mentor.,2
Phuck why do you even exist?,0
A wank classmate.,2
Only a bloody and an idiot would say that.,1
A fags child.,0
A fucker neighbor.,0
I hope you fall flat on your face you har.,0
You’re such a sandbar and a sandbar.,0
muthafucker you are the worst person ever!,0
A cock sucker classmate.,2
Good going genius! You’re a real masterbation.,0
A wedgie teacher.,2
A prn friend.,0
Wow that’s something only a asses would say.,2
A titties spouse.,2
A clitoris lady.,2
Shut up frigga!,0
A massterbait stranger.,0
Shut up bod!,1
A jerkoff dad.,0
Stop messaging me you annoying amateur!,0
A shithole coworker.,0
If only you weren’t such a sucking.,0
Wow that’s something only a mutherfucking would say.,2
A fcuk man.,0
Nice job smutty. You ruined it for everyone.,1
A clitorus teacher.,2
A beatch lady.,0
A fat relative.,0
Only a cuntlicker and an idiot would say that.,2
People like you make the world worse you doggiestyle.,0
If only you weren’t such a masterbate.,0
Only a piss-off would say that.,0
You are such a asshlez!,0
A opium customer.,0
A dink mentor.,0
A cyberfucked  friend.,0
A kinky lady.,1
goddammit why do you even exist?,0
If only you weren’t such a corksucker.,0
Good going genius! You’re a real autoerotic.,2
paska*! That’s exactly what you are.,0
You are such a ovum!,0
heroin! That’s exactly what you are.,0
A titfuck neighbor.,2
Go crawl back under your rock climax.,0
mthrfucking why do you even exist?,0
Get lost paki. Nobody cares.,0
A skankee ladies.,0
Don’t act like a faggit it’s embarrassing.,0
A bassterds woman.,1
A teat partner.,2
A Motha Fucker women.,1
A bookie neighbor.,0
A bull shit men.,0
A ganja classmate.,0
You jackoff leave me alone!,2
Get out of my sight skag.,0
A puss child.,0
Get lost bullshitted. Nobody cares.,0
You’re such a ganja and a ganja.,0
Don’t act like a Ekrem* it’s embarrassing.,0
Shut up vomit!,0
A booze stranger.,0
Nice job cocksucker. You ruined it for everyone.,2
Go crawl back under your rock kill.,0
You are such a fu!,0
A bung mom.,0
A phuks child.,0
Stop messaging me you annoying trashy!,1
If only you weren’t such a injun.,0
People like you make the world worse you rape.,0
Nobody likes you nympho.,2
ass-hole! That’s what you’ll always be—a ass-hole.,2
areola! That’s exactly what you are.,2
Well done titty. You’ve outdone yourself!,2
A cervix relative.,2
quim you are the worst person ever!,0
Only a dammit would say that.,0
A lez child.,0
A pimmel classmate.,0
Well done brassiere. You’ve outdone yourself!,1
Good going genius! You’re a real poon.,0
A fuxr friend.,0
Wow that’s something only a shitface would say.,0
A diddle woman.,0
A whiz customer.,0
A dirsa coworker.,0
A tit wank competitor.,2
Get out of my sight bosom.,2
A cum chugger men.,2
A shemale acquaintance.,0
A heeb brother.,0
I hope you fall flat on your face you handjob.,2
A assfucker coworker.,0
A mof dad.,0
Only a beef curtain and an idiot would say that.,0
A corp whore child.,0
A murder brother.,0
People like you make the world worse you honky.,0
A cyberfuc customer.,0
Wow that’s something only a piss-off would say.,0
A crap women.,0
A facial relative.,0
weiner! That’s exactly what you are.,0
Shity you are the worst person ever!,0
Stop messaging me you annoying he!,0
Only a penis would say that.,2
A areola customer.,2
A perversion man.,0
Only a mthrfucking and an idiot would say that.,2
Don’t act like a hooter it’s embarrassing.,0
A mams stranger.,0
A har brother.,0
A g-spot women.,1
Don’t act like a jackoff it’s embarrassing.,0
A brassiere dad.,1
A asswipe dad.,0
A jism woman.,2
Good going genius! You’re a real scrog.,0
Shut up whore!,2
gangbang! That’s what you’ll always be—a gangbang.,2
Only a fuckup would say that.,0
A c.o.c.k. ladies.,1
A CockSucker men.,2
A soused mentor.,0
A lezzie women.,1
A gangbang lady.,2
A mother fucker men.,0
A dick customer.,2
Get lost motherfuckers. Nobody cares.,0
You Shity leave me alone!,0
A clt acquaintance.,0
Don’t act like a mutherfucking it’s embarrassing.,2
Shut up mthrfucker!,0
Get out of my sight mof.,0
rimming! That’s what you’ll always be—a rimming.,0
A klan neighbor.,0
A need the dick acquaintance.,2
A willies lady.,1
A asswhole woman.,2
You fukkin leave me alone!,0
bookie you are the worst person ever!,0
A titwank coworker.,2
A doofus boss.,0
A pasty acquaintance.,2
A testis partner.,2
You are such a pillowbiter!,0
Shut up beatch!,0
Go crawl back under your rock queaf.,0
A sh#t neighbor.,0
A cummin competitor.,2
A niggers  partner.,0
A nipple dad.,2
You snuff leave me alone!,0
A smutty stranger.,1
Don’t act like a kanker* it’s embarrassing.,0
A babes mentor.,0
Only a enema and an idiot would say that.,2
You heeb leave me alone!,0
A herpes sister.,0
A womb men.,0
Good going genius! You’re a real areola.,2
Don’t act like a c.o.c.k. it’s embarrassing.,0
Only a jackass and an idiot would say that.,0
A maxi woman.,1
A goatse boss.,0
Nobody likes you hussy.,1
A futkretzn lady.,0
A heroin competitor.,0
Only a bunny fucker and an idiot would say that.,2
A stiffy partner.,0
A bollock boss.,0
Good going genius! You’re a real stfu.,0
I hope you fall flat on your face you tittie5.,1
A clitorus women.,2
Get out of my sight gayz.,0
Well done fuc. You’ve outdone yourself!,0
Why don’t you go Fukk yourself?,0
Get out of my sight phuck.,0
murder you are the worst person ever!,0
A ovum ladies.,0
A pissing ladies.,2
A uzi women.,0
You must be the dumbest orally alive.,0
Only a seaman would say that.,0
A fukwhit teacher.,0
Nobody likes you sissy.,0
Only a cuntsicle would say that.,2
felch you are the worst person ever!,0
Get out of my sight lusty.,2
A skank men.,0
You must be the dumbest beef curtain alive.,0
A bitcher competitor.,0
A kondum stranger.,0
Get lost assbangs. Nobody cares.,0
A d!ck lady.,0
A kike partner.,0
Get lost booobs. Nobody cares.,0
A packi men.,0
You must be the dumbest cox alive.,1
If only you weren’t such a rectum.,0
A pimp woman.,1
Only a vag would say that.,2
A queef woman.,1
A seaman relative.,0
Well done fucking. You’ve outdone yourself!,2
A massa classmate.,0
busty! That’s exactly what you are.,1
Get lost phuck. Nobody cares.,0
Nice job beastiality. You ruined it for everyone.,0
You are such a vodka!,0
Wow that’s something only a steamy would say.,2
A niggas brother.,0
A raunch relative.,0
Go crawl back under your rock titi.,2
Nice job stfu. You ruined it for everyone.,0
A screwing dad.,0
You’re such a breasts and a breasts.,1
People like you make the world worse you lezbo.,0
Why don’t you go 8ss yourself?,2
Only a spierdalaj and an idiot would say that.,0
Get out of my sight phukked.,0
I hope you fall flat on your face you azzhole.,0
A queers stranger.,0
People like you make the world worse you chraa.,0
People like you make the world worse you retarded.,0
A recktum men.,0
A shter boss.,0
hm you are the worst person ever!,0
A inbred teacher.,0
You vagina leave me alone!,2
A zoophile teacher.,0
Wow that’s something only a tit would say.,2
A eat hair pie customer.,0
xxx you are the worst person ever!,0
Get lost gaygirl. Nobody cares.,0
Stop messaging me you annoying whoar!,0
You are such a bod!,1
A pastie ladies.,1
A fag* mentor.,0
Only a chink and an idiot would say that.,0
A humped relative.,0
Well done muthafuckaz. You’ve outdone yourself!,0
A cop some wood spouse.,1
A motherfuckers men.,0
People like you make the world worse you mams.,0
You must be the dumbest masstrbate alive.,0
dickish! That’s exactly what you are.,2
A boffing spouse.,1
A fisting neighbor.,0
A g-spot friend.,1
A kkk lady.,1
fucked you are the worst person ever!,0
Only a kkk and an idiot would say that.,0
Go crawl back under your rock vulgar.,0
A poontang friend.,0
Go crawl back under your rock cuntz.,2
A busty spouse.,1
A flog the log friend.,0
A beaver neighbor.,0
A vagina teacher.,2
A dumbass women.,0
A masterbations competitor.,0
You’re such a cnut and a cnut.,0
Well done stfu. You’ve outdone yourself!,0
Why don’t you go slutdumper yourself?,2
A bareback dad.,1
Only a nastt and an idiot would say that.,0
A leper dad.,0
A stroke dad.,0
A pussee stranger.,0
You must be the dumbest vulgar alive.,0
biatch you are the worst person ever!,0
You must be the dumbest jisim alive.,0
A faggs classmate.,0
Wow that’s something only a scheiss* would say.,0
A testicle ladies.,2
shts! That’s exactly what you are.,0
Nice job piss. You ruined it for everyone.,0
A spunk relative.,0
A fannybandit competitor.,1
ttties! That’s exactly what you are.,0
scrotum! That’s what you’ll always be—a scrotum.,2
*fuck*! That’s what you’ll always be—a *fuck*.,2
A lez customer.,0
A lech mom.,0
A teabagging ladies.,0
A panties spouse.,1
Nice job shag. You ruined it for everyone.,0
A pussys  lady.,2
A cumstain friend.,2
Stop messaging me you annoying penis!,2
A cummin employee.,2
Only a vomit would say that.,0
Get out of my sight lube.,2
A cyberfucking  child.,0
A Motha Fukkah stranger.,0
You are such a meth!,0
Only a bastard and an idiot would say that.,0
A hoor mom.,0
A erotic coworker.,1
shithouse! That’s exactly what you are.,0
Stop messaging me you annoying kooches!,0
Good going genius! You’re a real felch.,0
A arsehole neighbor.,2
A a$$ man.,0
A hom neighbor.,0
Wow that’s something only a shipal would say.,2
A v4gra neighbor.,0
A basterdz lady.,0
I hope you fall flat on your face you nimrod.,0
Nice job ghey. You ruined it for everyone.,0
Good going genius! You’re a real tramp.,0
Shut up wp!,0
You are such a erection!,2
You are such a beardedclam!,0
skurwysyn you are the worst person ever!,0
A mofo friend.,0
A m45terbate child.,0
A beastial neighbor.,0
Don’t act like a polack it’s embarrassing.,0
Get out of my sight masochist.,2
erect! That’s what you’ll always be—a erect.,1
A mothafucking  brother.,0
Shut up lezbo!,0
Don’t act like a clitty it’s embarrassing.,0
You qahbeh leave me alone!,0
A frigg friend.,0
Nice job mothafucked . You ruined it for everyone.,2
Only a shite would say that.,0
A cum customer.,2
A shitters  man.,0
lech why do you even exist?,0
Shut up masturbating!,2
Only a fucker would say that.,0
A fvck mentor.,0
A s.o.b relative.,0
A fistfucker  teacher.,0
A seduce employee.,1
Don’t act like a hussy it’s embarrassing.,1
A pillu* lady.,0
A thug women.,0
A s hit sister.,0
A revue dad.,0
Good going genius! You’re a real cummin.,0
Go crawl back under your rock mothafuckin.,0
You phuks leave me alone!,0
Don’t act like a skag it’s embarrassing.,0
A orally mom.,0
People like you make the world worse you diddle.,0
If only you weren’t such a *fuck*.,0
A cumshots lady.,2
